match_id,type,state,game_name,game_mode_title,league_name,season_name,season_state,season_state_title,match_format_description,subtitle,num_of_players,num_of_rounds,start_date,end_date,completed,active,team1_name,team1_code,team1_players,team1_placement,team1_rank,team1_wins,team1_losses,team1_scores,team1_total_score,team1_stakes_placed,team1_stakes_won,team2_name,team2_code,team2_players,team2_placement,team2_rank,team2_wins,team2_losses,team2_scores,team2_total_score,team2_stakes_placed,team2_stakes_won,winner,winner_code,loser,loser_code,score_summary,stakes_open_at,stakes_close_at,has_staking_challenges,has_live_staking,commentator_name,commentator_twitch,commentator_live,slug,share_url
106888,MatchEvent,completed,Madden NFL,1v1 Regular Teams,Madden,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,1,1,2026-03-19T21:35:00.000Z,2026-03-19T22:23:18.696Z,True,True,Swolosimo,SWO,Swolosimo,1,21,2,9,R1: 32,32.0,3943592,8536691,Boogz,BOO,Boogz,-2,15,5,9,R1: 30,30.0,5732799,16472839,Swolosimo,SWO,Boogz,BOO,32.0 - 30.0,2026-03-18T21:35:00.000Z,2026-03-19T21:35:00.000Z,True,True,Taylor,1v1MeMadden,False,madden-106888,https://1v1.me/GuYrsF0Ev1b
106905,MatchEvent,completed,Madden NFL,1v1 Regular Teams,Madden,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,1,1,2026-03-19T20:50:00.000Z,2026-03-19T21:33:52.444Z,True,True,Soku,SOK,Soku,-2,19,3,10,R1: 29,29.0,5181435,10852098,sYoDrip,DRP,sYoDrip,1,3,8,3,R1: 34,34.0,7862426,22812978,sYoDrip,DRP,Soku,SOK,29.0 - 34.0,2026-03-18T20:50:00.000Z,2026-03-19T20:50:00.000Z,True,True,Taylor,1v1MeMadden,False,madden-106905,https://1v1.me/K8NVlo1Ev1b
106904,MatchEvent,completed,Madden NFL,1v1 Regular Teams,Madden,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,1,1,2026-03-19T20:05:00.000Z,2026-03-19T20:46:33.224Z,True,True,Kiv,KIV,Kiv,-2,18,4,9,R1: 13,13.0,5196181,13421781,Cleff,CTG,Cleff,1,1,11,2,R1: 48,48.0,12572050,34352697,Cleff,CTG,Kiv,KIV,13.0 - 48.0,2026-03-18T20:05:00.000Z,2026-03-19T20:05:00.000Z,True,True,Taylor,1v1MeMadden,False,madden-106904,https://1v1.me/VunZtn1Ev1b
106894,MatchEvent,completed,Madden NFL,1v1 Regular Teams,Madden,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,1,1,2026-03-19T19:20:00.000Z,2026-03-19T20:07:41.843Z,True,True,Umyp,UMY,Umyp,1,19,3,10,R1: 29,29.0,4522168,10283307,freethepenguins,FRE,freethepenguins,-2,12,5,6,R1: 27,27.0,4731035,14619874,Umyp,UMY,freethepenguins,FRE,29.0 - 27.0,2026-03-18T19:20:00.000Z,2026-03-19T19:20:00.000Z,True,True,Taylor,1v1MeMadden,False,madden-106894,https://1v1.me/3A0ZnJ0Ev1b
106834,MatchEvent,completed,Madden NFL,1v1 Regular Teams,Madden,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,1,1,2026-03-19T18:35:00.000Z,2026-03-19T19:33:17.331Z,True,True,Swolosimo,SWO,Swolosimo,-2,21,2,9,R1: 48,48.0,3943592,8536691,Fancy,FAN,Fancy,1,12,5,6,R1: 50,50.0,5436889,15314274,Fancy,FAN,Swolosimo,SWO,48.0 - 50.0,2026-03-18T18:35:00.000Z,2026-03-19T18:35:00.000Z,True,True,Taylor,1v1MeMadden,False,madden-106834,https://1v1.me/oj8dlDXEv1b
106844,MatchEvent,completed,Street Fighter,Street Fighter,Street Fighter,Season 5,regular,S5:WEEK 3,BEST OF 5,BEST OF 5,1,5,2026-03-19T18:15:00.000Z,2026-03-19T18:35:57.523Z,True,True,Kolibri,KOL,Kolibri,-2,9,7,6,R1: 2; R2: 2; R3: 0; R4: 0; R5: 1,5.0,4355907,23900159,Alex_Dotdot,ALX,Alex_Dotdot,1,5,11,11,R1: 1; R2: 1; R3: 2; R4: 2; R5: 2,8.0,9520440,41758300,Alex_Dotdot,ALX,Kolibri,KOL,5.0 - 8.0,2026-03-18T18:15:00.000Z,2026-03-19T18:15:00.000Z,True,True,Kailon,1v1MeSF,False,street-fighter-106844,https://1v1.me/gEW9r2XEv1b
107552,MatchEvent,completed,Street Fighter,Street Fighter,Street Fighter,Season 5,regular,S5:WEEK 3,BEST OF 5,BEST OF 5,1,5,2026-03-19T17:55:00.000Z,2026-03-19T18:16:59.854Z,True,True,Deznere,DEZ,Deznere,-2,10,7,14,R1: 1; R2: 0; R3: 2; R4: 2; R5: 1,6.0,8409682,29060664,Kolibri,KOL,Kolibri,1,9,7,6,R1: 2; R2: 2; R3: 1; R4: 0; R5: 2,7.0,4355907,23900159,Kolibri,KOL,Deznere,DEZ,6.0 - 7.0,2026-03-18T17:55:00.000Z,2026-03-19T17:55:00.000Z,True,True,Kailon,1v1MeSF,False,street-fighter-107552,https://1v1.me/kbrZogkyA1b
107230,MatchEvent,completed,Street Fighter,Street Fighter,Street Fighter,Season 5,regular,S5:WEEK 3,BEST OF 5,BEST OF 5,1,5,2026-03-19T17:35:00.000Z,2026-03-19T17:55:58.513Z,True,True,Deznere,DEZ,Deznere,-2,10,7,14,R1: 1; R2: 2; R3: 2; R4: 0; R5: 0,5.0,8409682,29060664,Thunder,THU,Thunder,1,4,11,12,R1: 2; R3: 1; R2: 1; R4: 2; R5: 2,8.0,10916068,42390222,Thunder,THU,Deznere,DEZ,5.0 - 8.0,2026-03-18T17:35:00.000Z,2026-03-19T17:35:00.000Z,True,True,Kailon,1v1MeSF,False,street-fighter-107230,https://1v1.me/92zCRPsOx1b
106853,MatchEvent,completed,Street Fighter,Street Fighter,Street Fighter,Season 5,regular,S5:WEEK 3,BEST OF 5,BEST OF 5,1,5,2026-03-19T17:15:00.000Z,2026-03-19T17:28:42.128Z,True,True,iDom,DOM,iDom,1,3,11,6,R1: 2; R2: 2; R3: 2,6.0,8200573,35031678,MrMorton,MRM,MrMorton,-2,7,8,21,R1: 0; R2: 1; R3: 0,1.0,9436987,32475891,iDom,DOM,MrMorton,MRM,6.0 - 1.0,2026-03-18T17:15:00.000Z,2026-03-19T17:15:00.000Z,True,True,Kailon,1v1MeSF,False,street-fighter-106853,https://1v1.me/RKLHDOYEv1b
107225,MatchEvent,completed,Street Fighter,Street Fighter,Street Fighter,Season 5,regular,S5:WEEK 3,BEST OF 5,BEST OF 5,1,5,2026-03-19T16:59:00.000Z,2026-03-19T17:16:07.198Z,True,True,Rookie,ROO,Rookie,-2,2,15,17,R1: 1; R2: 0; R3: 0,1.0,12593965,52373183,NuckleDu,NUC,NuckleDu,1,13,2,0,R1: 2; R2: 2; R3: 2,6.0,1300383,6051501,NuckleDu,NUC,Rookie,ROO,1.0 - 6.0,2026-03-18T16:59:00.000Z,2026-03-19T16:59:00.000Z,True,True,Kailon,1v1MeSF,False,street-fighter-107225,https://1v1.me/t1EOCbEMx1b
106855,MatchEvent,completed,Street Fighter,Street Fighter,Street Fighter,Season 5,regular,S5:WEEK 3,BEST OF 5,BEST OF 5,1,5,2026-03-19T16:35:00.000Z,2026-03-19T17:00:29.824Z,True,True,Rookie,ROO,Rookie,1,2,15,17,R1: 1; R2: 2; R3: 2; R4: 1; R5: 2,8.0,12593965,52373183,Alex_Dotdot,ALX,Alex_Dotdot,-2,5,11,11,R1: 2; R2: 0; R3: 0; R5: 0; R4: 2,4.0,9520440,41758300,Rookie,ROO,Alex_Dotdot,ALX,8.0 - 4.0,2026-03-18T16:35:00.000Z,2026-03-19T16:35:00.000Z,True,True,Kailon,1v1MeSF,False,street-fighter-106855,https://1v1.me/FWv42LYEv1b
106915,MatchEvent,completed,Tekken,Tekken,Tekken,Season 5,regular,S5:WEEK 3,BEST OF 5,BEST OF 5,1,5,2026-03-19T16:05:00.000Z,2026-03-19T16:31:39.359Z,True,True,VibesWithTre,TRE,VibesWithTre,-2,12,0,7,R1: 1; R2: 1; R3: 0,2.0,2349882,4380871,Shinblade,SHB,Shinblade,1,2,5,3,R1: 3; R2: 3; R3: 3,9.0,4785643,20191219,Shinblade,SHB,VibesWithTre,TRE,2.0 - 9.0,2026-03-18T16:05:00.000Z,2026-03-19T16:05:00.000Z,True,True,STAX,1v1meApp,False,tekken-106915,https://1v1.me/wGDKQp1Ev1b
106969,MatchEvent,completed,Tekken,Tekken,Tekken,Season 5,regular,S5:WEEK 3,BEST OF 5,BEST OF 5,1,5,2026-03-19T15:35:00.000Z,2026-03-19T16:00:15.768Z,True,True,KayDash,KAY,KayDash,-2,11,0,5,R3: 0; R1: 2; R2: 2,4.0,1981876,3308286,JoeCrush,JOE,JoeCrush,1,4,4,0,R1: 3; R2: 3; R3: 3,9.0,2665346,13480324,JoeCrush,JOE,KayDash,KAY,4.0 - 9.0,2026-03-18T15:35:00.000Z,2026-03-19T15:35:00.000Z,True,True,STAX,1v1meApp,True,tekken-106969,https://1v1.me/Jw9mos4Ev1b
106917,MatchEvent,completed,Tekken,Tekken,Tekken,Season 5,regular,S5:WEEK 3,BEST OF 5,BEST OF 5,1,5,2026-03-19T15:05:00.000Z,2026-03-19T15:30:18.363Z,True,True,Trizzy,TRZ,Trizzy,1,2,5,3,R1: 3; R2: 3; R3: 3,9.0,4654614,19414023,AzeemX,AZE,AzeemX,-2,5,4,2,R1: 2; R2: 1; R3: 1,4.0,3322412,15370814,Trizzy,TRZ,AzeemX,AZE,9.0 - 4.0,2026-03-18T15:05:00.000Z,2026-03-19T15:05:00.000Z,True,True,STAX,1v1meApp,False,tekken-106917,https://1v1.me/NE0z3M1Ev1b
106923,MatchEvent,completed,FC,1v1 Regular Teams,FC,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,1,1,2026-03-19T14:40:00.000Z,2026-03-19T14:58:58.446Z,True,True,1mpactz,1MP,1mpactz,1,8,6,7,R1: 6,6.0,2739787,14872841,Bhughesyy,BHU,Bhughesyy,-2,17,3,8,R1: 2,2.0,1650628,7400716,1mpactz,1MP,Bhughesyy,BHU,6.0 - 2.0,2026-03-18T14:40:00.000Z,2026-03-19T14:40:00.000Z,True,True,Kailon,1v1MeFC,False,fc-106923,https://1v1.me/qPS41U1Ev1b
106934,MatchEvent,completed,FC,1v1 Regular Teams,FC,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,1,1,2026-03-19T14:15:00.000Z,2026-03-19T14:33:41.307Z,True,True,iHasiin,HAS,iHasiin,1,4,7,4,R1: 4,4.0,2109963,16743861,Salman_Ahmad19,SAL,Salman_Ahmad19,-2,1,10,2,R1: 3,3.0,3881846,24658227,iHasiin,HAS,Salman_Ahmad19,SAL,4.0 - 3.0,2026-03-18T14:15:00.000Z,2026-03-19T14:15:00.000Z,True,True,Kailon,1v1MeFC,False,fc-106934,https://1v1.me/qYW86i2Ev1b
106930,MatchEvent,completed,FC,1v1 Regular Teams,FC,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,1,1,2026-03-19T13:50:00.000Z,2026-03-19T14:13:00.878Z,True,True,MichaelFisherFC,MCF,MichaelFisherFC,-2,10,4,5,R1: 3,3.0,2575595,10041377,Lyricz30,LCZ,Lyricz30,1,13,3,4,R1: 4,4.0,1327873,7355384,Lyricz30,LCZ,MichaelFisherFC,MCF,3.0 - 4.0,2026-03-18T13:50:00.000Z,2026-03-19T13:50:00.000Z,True,True,Kailon,1v1MeFC,False,fc-106930,https://1v1.me/yFym591Ev1b
106842,MatchEvent,completed,FC,1v1 Regular Teams,FC,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,1,1,2026-03-19T13:25:00.000Z,2026-03-19T13:47:04.642Z,True,True,VBD,VBD,VBD,1,6,6,6,R1: 3,3.0,2508903,14335874,EthxnH,ETH,EthxnH,-2,12,4,6,R1: 2,2.0,2746775,10248391,VBD,VBD,EthxnH,ETH,3.0 - 2.0,2026-03-18T13:25:00.000Z,2026-03-19T13:25:00.000Z,True,True,Kailon,1v1MeFC,False,fc-106842,https://1v1.me/kTGqb2XEv1b
106925,MatchEvent,completed,FC,1v1 Regular Teams,FC,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,1,1,2026-03-19T13:00:00.000Z,2026-03-19T13:19:36.180Z,True,True,MHaywxrd,HAY,MHaywxrd,1,5,7,6,R1: 4,4.0,2894145,16694296,CameronRock,CAM,CameronRock,-2,2,8,2,R1: 3,3.0,3158943,19586452,MHaywxrd,HAY,CameronRock,CAM,4.0 - 3.0,2026-03-18T13:00:00.000Z,2026-03-19T13:00:00.000Z,True,True,Kailon,1v1MeFC,False,fc-106925,https://1v1.me/DXuB6U1Ev1b
106880,MatchEvent,completed,Counter Strike 2,2v2 S&D,Counter-Strike 2,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,2,1,2026-03-19T05:50:00.000Z,2026-03-19T06:14:31.396Z,True,True,Team Louie,LOU,"Louie, WumboCS2",1,5,7,4,R1: 9,9.0,4508887,27224222,Team Tiski,TIS,"Tiski, FatguyCS2",-2,4,10,8,R1: 8,8.0,7888757,53025629,Team Louie,LOU,Team Tiski,TIS,9.0 - 8.0,2026-03-18T05:50:00.000Z,2026-03-19T05:50:00.000Z,True,True,1v1mebroadcast1,1v1mecs,False,counter-strike-2-106880,https://1v1.me/a0aqx2ZEv1b
107387,MatchEvent,completed,Counter Strike 2,2v2 S&D,Counter-Strike 2,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,2,1,2026-03-19T05:30:00.000Z,2026-03-19T05:53:12.661Z,True,True,Team Laboom,LBM,"Laboom, no1nxcs2",-2,2,11,4,R1: 6,6.0,6398639,47310695,Team empathy,EMP,"empathy, LydiaFawx",1,8,4,7,R1: 9,9.0,4562484,28652882,Team empathy,EMP,Team Laboom,LBM,6.0 - 9.0,2026-03-18T05:30:00.000Z,2026-03-19T05:30:00.000Z,True,True,1v1mebroadcast1,1v1mecs,False,counter-strike-2-107387,https://1v1.me/TZU5ii7tz1b
106871,MatchEvent,completed,Counter Strike 2,2v2 S&D,Counter-Strike 2,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,2,1,2026-03-19T05:12:00.000Z,2026-03-19T05:28:50.520Z,True,True,Team Trick,TRI,"Trick, Snufaffu",-2,10,3,4,R1: 3,3.0,2939232,16912054,Team Neight,NHT,"Neight, cmrn",1,3,10,5,R1: 9,9.0,6775579,48916497,Team Neight,NHT,Team Trick,TRI,3.0 - 9.0,2026-03-18T05:12:00.000Z,2026-03-19T05:12:00.000Z,True,True,1v1mebroadcast1,1v1mecs,False,counter-strike-2-106871,https://1v1.me/5gYwQzZEv1b
106870,MatchEvent,completed,Counter Strike 2,2v2 S&D,Counter-Strike 2,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,2,1,2026-03-19T04:52:00.000Z,2026-03-19T05:11:32.577Z,True,True,Team lyeku,LKU,"lyeku, hyza",-2,16,2,8,R1: 6,6.0,3261952,14111550,Team Dropcs,DRP,"Dropcs, 2Panic",1,10,3,4,R1: 9,9.0,2964134,16548625,Team Dropcs,DRP,Team lyeku,LKU,6.0 - 9.0,2026-03-18T04:52:00.000Z,2026-03-19T04:52:00.000Z,True,True,1v1mebroadcast1,1v1mecs,False,counter-strike-2-106870,https://1v1.me/Q9NRl9YEv1b
106874,MatchEvent,completed,Counter Strike 2,2v2 S&D,Counter-Strike 2,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,2,1,2026-03-19T04:07:00.000Z,2026-03-19T04:47:05.357Z,True,True,Team Stx,STX,"Stx, RavenCS2",-2,7,4,6,R1: 0,0.0,3970635,24660843,Team Jared,JAR,"Jared, CrispCS2",1,15,2,2,R1: 9,9.0,1823615,13229560,Team Jared,JAR,Team Stx,STX,0.0 - 9.0,2026-03-18T04:07:00.000Z,2026-03-19T04:07:00.000Z,True,True,1v1mebroadcast1,1v1mecs,False,counter-strike-2-106874,https://1v1.me/y0YE6xZEv1b
106831,MatchEvent,completed,COD: Black Ops,2v2 S&D,BO7 S&D,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,2,1,2026-03-19T03:47:00.000Z,2026-03-19T04:05:03.452Z,True,True,Team 7Dak,7DA,"7Dak, thedezmond",-2,17,1,7,R1: 1,1.0,2847745,13169739,Team DillonWrecks,DWK,"DillonWrecks, bowlcutmatt",1,10,3,3,R1: 6,6.0,2308656,15752190,Team DillonWrecks,DWK,Team 7Dak,7DA,1.0 - 6.0,2026-03-18T03:47:00.000Z,2026-03-19T03:47:00.000Z,True,True,Matt,1v1MeSnD,False,bo7-s-d-106831,https://1v1.me/SdVkLDXEv1b
107651,MatchEvent,completed,COD: Black Ops,2v2 S&D,BO7 S&D,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,2,1,2026-03-19T03:17:00.000Z,2026-03-19T04:02:07.075Z,True,True,Team DillonWrecks,DWK,"DillonWrecks, bowlcutmatt",1,10,3,3,R1: 6,6.0,2308656,15752190,Team Whiz,WHI,"Whiz, Flames",-2,5,8,10,R1: 2,2.0,7792259,33612713,Team DillonWrecks,DWK,Team Whiz,WHI,6.0 - 2.0,2026-03-18T03:17:00.000Z,2026-03-19T03:17:00.000Z,True,True,Matt,1v1MeSnD,False,bo7-s-d-107651,https://1v1.me/8nRHo8RBC1b
106954,MatchEvent,completed,COD: Black Ops,2v2 S&D,BO7 S&D,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,2,1,2026-03-19T02:52:00.000Z,2026-03-19T03:19:05.528Z,True,True,Team Equuip,EQP,"Equuip, GloCent",1,8,5,4,R1: 6,6.0,3559784,23888676,Team majormaniak,MJM,"majormaniak, streakdv",-2,12,3,6,R1: 5,5.0,3384818,23494006,Team Equuip,EQP,Team majormaniak,MJM,6.0 - 5.0,2026-03-18T02:52:00.000Z,2026-03-19T02:52:00.000Z,True,True,Matt,1v1MeSnD,False,bo7-s-d-106954,https://1v1.me/0KDAJT3Ev1b
106955,MatchEvent,completed,COD: Black Ops,2v2 S&D,BO7 S&D,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,2,1,2026-03-19T02:27:00.000Z,2026-03-19T02:54:48.424Z,True,True,Team Darksived,DKS,"Darksived, Phantomz",1,1,13,2,R1: 6,6.0,8772281,54739536,Team Whiz,WHI,"Whiz, Flames",-2,5,8,10,R1: 5,5.0,7792259,33612713,Team Darksived,DKS,Team Whiz,WHI,6.0 - 5.0,2026-03-18T02:27:00.000Z,2026-03-19T02:27:00.000Z,True,True,Matt,1v1MeSnD,False,bo7-s-d-106955,https://1v1.me/gEIYbU3Ev1b
106947,MatchEvent,completed,COD: Black Ops,2v2 S&D,BO7 S&D,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,2,1,2026-03-19T02:02:00.000Z,2026-03-19T02:23:00.176Z,True,True,Team Prodahh,PRO,"Prodahh, flxnked",1,3,9,8,R1: 6,6.0,6908101,35028467,Team Uli,ULI,"Uli, Assault",-2,11,3,5,R1: 3,3.0,2070445,11873572,Team Prodahh,PRO,Team Uli,ULI,6.0 - 3.0,2026-03-18T02:02:00.000Z,2026-03-19T02:02:00.000Z,True,True,Matt,1v1MeSnD,False,bo7-s-d-106947,https://1v1.me/Kt6oVn3Ev1b
106959,MatchEvent,completed,NBA 2K,1v1 Regular Teams,NBA 2K,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,1,1,2026-03-19T01:29:00.000Z,2026-03-19T02:05:42.191Z,True,True,YungLerFlex,YUN,YungLerFlex,1,10,3,9,R1: 65,65.0,4792606,10417228,EveraldJr,EVE,EveraldJr,-2,13,1,12,R1: 64,64.0,4786718,6369642,YungLerFlex,YUN,EveraldJr,EVE,65.0 - 64.0,2026-03-18T01:29:00.000Z,2026-03-19T01:29:00.000Z,True,True,Homiekirk,1v1MeNBA2K,False,nba-2k-106959,https://1v1.me/qwA3Fd4Ev1b
107026,MatchEvent,completed,NBA 2K,1v1 Regular Teams,NBA 2K,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,1,1,2026-03-19T00:56:00.000Z,2026-03-19T01:35:05.739Z,True,True,Bemo,BEM,Bemo,1,1,14,2,R1: 76,76.0,14977461,42730551,omarirevenge,OMR,omarirevenge,-2,2,12,2,R1: 65,65.0,11081540,39612301,Bemo,BEM,omarirevenge,OMR,76.0 - 65.0,2026-03-18T00:56:00.000Z,2026-03-19T00:56:00.000Z,True,True,Homiekirk,1v1MeNBA2K,False,nba-2k-107026,https://1v1.me/L5dAst7Ev1b
106964,MatchEvent,completed,NBA 2K,1v1 Regular Teams,NBA 2K,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,1,1,2026-03-19T00:23:00.000Z,2026-03-19T00:57:53.316Z,True,True,Mulaa,MLA,Mulaa,1,6,7,7,R1: 69,69.0,8624423,25365978,Probe,PBE,Probe,-2,5,7,6,R1: 60,60.0,7756967,20790757,Mulaa,MLA,Probe,PBE,69.0 - 60.0,2026-03-18T00:23:00.000Z,2026-03-19T00:23:00.000Z,True,True,Homiekirk,1v1MeNBA2K,False,nba-2k-106964,https://1v1.me/QMFyWf4Ev1b
107034,MatchEvent,completed,NBA 2K,1v1 Regular Teams,NBA 2K,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,1,1,2026-03-18T23:50:00.000Z,2026-03-19T00:24:09.974Z,True,True,YungLerFlex,YUN,YungLerFlex,-2,10,3,9,R1: 63,63.0,4792606,10417228,itsreallycruz,ITS,itsreallycruz,1,3,9,2,R1: 78,78.0,6985784,26368526,itsreallycruz,ITS,YungLerFlex,YUN,63.0 - 78.0,2026-03-17T23:50:00.000Z,2026-03-18T23:50:00.000Z,True,True,Homiekirk,1v1MeNBA2K,False,nba-2k-107034,https://1v1.me/S5Y3yR7Ev1b
106902,MatchEvent,completed,Madden NFL,1v1 Regular Teams,Madden,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,1,1,2026-03-18T23:05:00.000Z,2026-03-18T23:47:06.094Z,True,True,OG2K,OG2,OG2K,1,1,11,2,R1: 27,27.0,7269103,28785211,MrFootball88,MRF,MrFootball88,-2,4,8,4,R1: 22,22.0,6989287,20241282,OG2K,OG2,MrFootball88,MRF,27.0 - 22.0,2026-03-17T23:05:00.000Z,2026-03-18T23:05:00.000Z,True,True,Taylor,1v1MeMadden,False,madden-106902,https://1v1.me/kfBYY60Ev1b
107044,MatchEvent,completed,Madden NFL,1v1 Regular Teams,Madden,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,1,1,2026-03-18T22:20:00.000Z,2026-03-18T23:00:32.830Z,True,True,helphicks,HEL,helphicks,1,7,7,5,R1: 27,27.0,4988713,19785860,Gabagol94,GAB,Gabagol94,-2,4,8,4,R1: 21,21.0,6212537,21405038,helphicks,HEL,Gabagol94,GAB,27.0 - 21.0,2026-03-17T22:20:00.000Z,2026-03-18T22:20:00.000Z,True,True,Taylor,1v1MeMadden,False,madden-107044,https://1v1.me/45H4eS7Ev1b
106897,MatchEvent,completed,Madden NFL,1v1 Regular Teams,Madden,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,1,1,2026-03-18T21:35:00.000Z,2026-03-18T22:15:46.567Z,True,True,Astro,AST,Astro,-2,10,6,6,R1: 35,35.0,6306366,17482594,Jalottoo,JAL,Jalottoo,1,8,7,6,R1: 42,42.0,5642648,20085277,Jalottoo,JAL,Astro,AST,35.0 - 42.0,2026-03-17T21:35:00.000Z,2026-03-18T21:35:00.000Z,True,True,Taylor,1v1MeMadden,False,madden-106897,https://1v1.me/DKMqJI0Ev1b
107041,MatchEvent,completed,Madden NFL,1v1 Regular Teams,Madden,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,1,1,2026-03-18T20:50:00.000Z,2026-03-18T21:40:56.091Z,True,True,helphicks,HEL,helphicks,1,7,7,5,R1: 38,38.0,4988713,19785860,Thatguydj,THA,Thatguydj,-2,16,4,4,R1: 35,35.0,3045466,11977140,helphicks,HEL,Thatguydj,THA,38.0 - 35.0,2026-03-17T20:50:00.000Z,2026-03-18T20:50:00.000Z,True,True,Taylor,1v1MeMadden,False,madden-107041,https://1v1.me/w1BUjS7Ev1b
106907,MatchEvent,completed,Madden NFL,1v1 Regular Teams,Madden,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,1,1,2026-03-18T20:05:00.000Z,2026-03-18T20:51:42.312Z,True,True,Soku,SOK,Soku,-2,19,3,10,R1: 32,32.0,5181435,10852098,Cleff,CTG,Cleff,1,1,11,2,R1: 53,53.0,12572050,34352697,Cleff,CTG,Soku,SOK,32.0 - 53.0,2026-03-17T20:05:00.000Z,2026-03-18T20:05:00.000Z,True,True,Taylor,1v1MeMadden,False,madden-106907,https://1v1.me/07AbXs1Ev1b
106891,MatchEvent,completed,Madden NFL,1v1 Regular Teams,Madden,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,1,1,2026-03-18T19:20:00.000Z,2026-03-18T19:54:26.058Z,True,True,Gabagol94,GAB,Gabagol94,1,4,8,4,R1: 27,27.0,6212537,21405038,Kiv,KIV,Kiv,-2,18,4,9,R1: 14,14.0,5196181,13421781,Gabagol94,GAB,Kiv,KIV,27.0 - 14.0,2026-03-17T19:20:00.000Z,2026-03-18T19:20:00.000Z,True,True,Taylor,1v1MeMadden,False,madden-106891,https://1v1.me/YIVZqK0Ev1b
107042,MatchEvent,completed,Madden NFL,1v1 Regular Teams,Madden,Season 5,regular,S5:WEEK 3,VS,BEST OF 1,1,1,2026-03-18T18:35:00.000Z,2026-03-18T19:16:53.988Z,True,True,Dcroft,DCR,Dcroft,1,11,5,2,R1: 42,42.0,4233716,13725886,Fancy,FAN,Fancy,-2,12,5,6,R1: 23,23.0,5436889,15314274,Dcroft,DCR,Fancy,FAN,42.0 - 23.0,2026-03-17T18:35:00.000Z,2026-03-18T18:35:00.000Z,True,True,Taylor,1v1MeMadden,False,madden-107042,https://1v1.me/8EIWSR7Ev1b
107553,MatchEvent,completed,Street Fighter,Street Fighter,Street Fighter,Season 5,regular,S5:WEEK 3,BEST OF 5,BEST OF 5,1,5,2026-03-18T18:18:00.000Z,2026-03-18T18:34:39.436Z,True,True,Thunder,THU,Thunder,1,4,11,12,R1: 0; R2: 2; R3: 2; R4: 2,6.0,10916068,42390222,Kolibri,KOL,Kolibri,-2,9,7,6,R1: 2; R2: 1; R3: 0; R4: 1,4.0,4355907,23900159,Thunder,THU,Kolibri,KOL,6.0 - 4.0,2026-03-17T18:18:00.000Z,2026-03-18T18:18:00.000Z,True,True,Kailon,1v1MeSF,False,street-fighter-107553,https://1v1.me/QNX6tGoyA1b
106989,MatchEvent,completed,Street Fighter,Street Fighter,Street Fighter,Season 5,regular,S5:WEEK 3,BEST OF 5,BEST OF 5,1,5,2026-03-18T17:57:00.000Z,2026-03-18T18:19:48.674Z,True,True,Rookie,ROO,Rookie,1,2,15,17,R1: 1; R2: 1; R3: 2; R4: 2; R5: 2,8.0,12593965,52373183,BreezyMan,BRZ,BreezyMan,-2,11,5,10,R2: 2; R1: 2; R3: 0; R4: 0; R5: 0,4.0,4861370,19124526,Rookie,ROO,BreezyMan,BRZ,8.0 - 4.0,2026-03-17T17:57:00.000Z,2026-03-18T17:57:00.000Z,True,True,Kailon,1v1MeSF,False,street-fighter-106989,https://1v1.me/xQvWYX4Ev1b
